timestamp,gyro_x,gyro_y,gyro_z
480500.0,0.06,0.24,0.06
480600.0,0.49,0.73,0.24
480700.0,-0.92,-0.24,0.0
480800.0,0.06,-0.12,0.12
480900.0,0.61,0.43,0.24
481000.0,1.46,0.73,0.0
481100.0,-0.92,0.0,0.12
481200.0,0.49,0.12,0.06
481300.0,-0.37,0.06,0.0
481400.0,-0.12,-0.12,0.24
481500.0,0.24,0.37,0.0
481600.0,0.98,0.37,0.18
481700.0,-0.43,0.06,0.0
481800.0,0.31,0.18,0.12
481900.0,0.06,0.12,0.12
482000.0,0.43,0.31,0.18
482100.0,0.43,0.24,0.12
482200.0,-0.12,-0.12,0.18
482300.0,-0.37,-0.12,0.06
482400.0,0.61,0.61,0.18
482500.0,0.06,0.31,0.18
482600.0,0.79,0.37,0.18
482700.0,-0.18,-0.12,0.12
482800.0,-0.18,0.0,0.12
482900.0,0.37,0.43,0.12
483000.0,1.16,0.67,0.31
483100.0,-0.06,0.24,-0.12
483200.0,-0.98,-0.49,0.18
483300.0,-0.12,0.43,0.12
483400.0,0.18,0.18,0.0
483500.0,0.55,0.61,0.24
483600.0,0.85,0.37,0.12
483700.0,-0.06,0.0,0.06
483800.0,0.49,0.37,0.12
483900.0,-0.37,-0.06,0.12
484000.0,0.24,-0.06,0.24
484100.0,0.55,0.43,0.12
484200.0,0.18,0.24,0.06
484300.0,-0.12,0.24,0.06
484400.0,0.98,0.49,0.18
484500.0,-0.43,0.06,0.18
484600.0,0.43,0.31,0.0
484700.0,-0.43,0.0,0.24
484800.0,0.55,0.55,0.12
484900.0,-0.61,-0.98,0.43
485000.0,-0.06,0.18,0.31
485100.0,0.37,0.12,0.18
485200.0,-0.67,0.06,0.67
485300.0,0.73,0.49,0.37
485400.0,0.31,-0.12,0.24
485500.0,-0.61,-0.12,0.0
485600.0,0.79,0.43,0.31
485700.0,0.61,0.55,0.06
485800.0,-0.06,0.06,0.31
485900.0,0.73,0.18,0.06
486000.0,-0.18,-0.12,0.24
486100.0,0.24,0.37,0.31
486200.0,0.67,0.43,0.06
486300.0,-0.73,-0.43,0.0
486400.0,-0.37,0.0,0.37
486500.0,1.46,1.04,-0.06
486600.0,-0.61,-0.24,0.18
486700.0,-0.31,-0.06,0.24
486800.0,0.67,0.67,0.12
486900.0,0.06,0.31,0.24
487000.0,-1.22,-0.49,-0.18
487100.0,0.85,0.79,0.67
487200.0,0.92,0.18,-0.18
487300.0,-0.12,-0.12,0.18
487400.0,1.04,0.79,0.49
487500.0,0.67,0.43,0.12
487600.0,-0.37,-0.06,0.06
487700.0,-0.73,-0.18,0.0
487800.0,0.31,0.61,0.31
487900.0,0.24,0.37,0.06
488000.0,-0.98,-0.31,0.24
488100.0,0.43,0.49,0.24
488200.0,-0.55,-0.12,0.24
488300.0,-0.73,-0.12,0.37
488400.0,2.01,1.04,0.37
488500.0,-0.67,-0.31,0.12
488600.0,-0.37,0.0,0.31
488700.0,0.98,0.61,0.18
488800.0,0.55,0.37,0.06
488900.0,-1.22,-0.85,0.18
489000.0,1.1,0.49,0.18
489100.0,0.31,0.37,0.06
489200.0,0.06,0.12,0.24
489300.0,0.12,-0.06,0.12
489400.0,-0.31,-0.12,0.06
489500.0,-0.24,-0.12,0.12
489600.0,0.73,0.43,0.18
489700.0,0.12,0.12,0.18
489800.0,0.12,0.12,0.12
489900.0,0.24,0.49,0.12
490000.0,0.37,0.12,0.18
490100.0,-0.37,-0.49,0.06
490200.0,-0.61,0.0,0.12
490300.0,0.92,0.73,0.18
490400.0,0.12,0.0,0.12
490500.0,-0.37,0.0,0.12
490600.0,0.49,0.49,0.12
490700.0,0.24,0.24,0.18
490800.0,0.12,0.18,0.18
490900.0,0.37,0.18,0.06
491000.0,-0.12,-0.12,0.18
491100.0,0.61,0.43,0.18
491200.0,0.98,0.67,0.18
491300.0,-0.18,-0.06,0.12
491400.0,-0.06,-0.12,0.06
491500.0,0.31,0.24,0.12
491600.0,0.67,0.37,0.18
491700.0,-0.18,-0.06,0.12
491800.0,0.24,0.55,0.12
491900.0,-0.61,-0.24,0.12
492000.0,-0.24,-0.24,0.12
492100.0,1.22,0.61,0.24
492200.0,0.61,0.43,0.18
492300.0,-0.06,-0.18,0.12
492400.0,-0.06,-0.06,0.18
492500.0,1.22,0.43,0.24
492600.0,0.67,0.37,0.12
492700.0,-0.79,-0.24,0.24
492800.0,-0.55,-0.37,0.31
492900.0,-1.65,-0.31,0.31
493000.0,0.55,0.55,0.37
493100.0,0.61,0.24,0.18
493200.0,-0.24,-0.06,0.24
493300.0,0.61,0.31,0.24
493400.0,0.0,0.0,0.12
493500.0,-0.24,0.06,0.12
493600.0,0.18,0.12,0.24
493700.0,0.43,0.24,0.18
493800.0,0.49,0.49,0.24
493900.0,0.31,0.18,0.18
494000.0,-0.61,-0.49,0.18
494100.0,0.73,0.98,0.24
494200.0,2.14,1.16,0.18
494300.0,-0.79,-0.49,0.06
494400.0,-0.67,-0.31,0.12
494500.0,1.04,0.73,0.12
494600.0,0.73,0.31,0.24
494700.0,0.18,0.06,0.18
494800.0,0.49,-0.06,0.24
494900.0,-0.24,-0.31,0.31
495000.0,0.73,0.61,0.12
495100.0,1.28,0.85,0.18
495200.0,-0.61,-0.12,0.12
495300.0,0.49,0.24,0.12
495400.0,-0.85,-0.31,0.18
495500.0,0.61,0.43,0.12
495600.0,0.31,0.37,0.18
495700.0,0.31,0.49,0.06
495800.0,-0.61,-0.24,0.12
495900.0,-0.43,0.06,0.24
496000.0,-0.12,0.31,-0.06
496100.0,0.12,0.18,0.24
496200.0,0.85,0.67,0.12
496300.0,-0.12,0.12,0.06
496400.0,-0.24,-0.18,0.24
496500.0,-0.31,-0.24,0.18
496600.0,-0.67,-0.61,0.18
496700.0,2.08,1.04,0.24
496800.0,-0.92,-0.37,0.12
496900.0,-0.43,-0.06,0.12
497000.0,-0.06,-0.06,0.0
497100.0,0.0,0.18,0.12
497200.0,0.67,0.31,0.31
497300.0,0.49,0.12,0.06
497400.0,-0.61,-0.31,0.24
497500.0,0.43,0.37,0.18
497600.0,1.46,0.61,0.12
497700.0,-0.61,-0.31,0.37
497800.0,0.61,0.12,0.24
497900.0,0.06,0.06,0.0
498000.0,-0.12,0.37,0.18
498100.0,0.67,0.37,0.12
498200.0,-0.67,-0.61,0.06
498300.0,-0.49,0.12,0.12
498400.0,0.0,0.18,0.06
498500.0,0.31,0.24,0.18
498600.0,0.49,0.18,0.12
498700.0,0.24,0.18,0.18
498800.0,0.85,0.31,0.24
498900.0,-0.18,0.0,0.0
499000.0,0.06,0.0,0.24
499100.0,0.92,0.43,0.06
499200.0,0.06,0.12,0.18
499300.0,0.12,0.06,0.18
499400.0,0.79,0.06,0.24
499500.0,0.92,0.18,0.18
499600.0,0.0,0.0,0.24
499700.0,0.49,0.37,0.24
499800.0,0.43,0.31,0.06
499900.0,-0.92,-0.37,0.18
500000.0,0.79,0.61,0.18
500100.0,0.18,0.0,0.06
500200.0,-0.37,0.12,0.55
500300.0,1.28,0.61,0.0
500400.0,-1.16,-0.49,0.18
500500.0,0.43,0.49,0.43
500600.0,0.55,0.18,0.85
500700.0,-0.37,-0.12,0.12
500800.0,0.67,0.43,0.24
500900.0,0.55,0.37,0.18
501000.0,-0.18,-0.12,0.24
501100.0,-0.37,-0.12,0.12
501200.0,-0.24,0.12,0.12
501300.0,0.79,0.31,0.18
501400.0,0.0,0.06,0.12
501500.0,0.24,0.12,0.24
501600.0,0.06,0.31,0.06
501700.0,0.24,0.43,0.12
501800.0,0.92,0.43,0.12
501900.0,0.18,0.12,0.06
502000.0,-0.55,-0.12,0.31
502100.0,0.92,0.49,0.06
502200.0,-0.37,-0.18,0.06
502300.0,-0.24,0.0,0.37
502400.0,1.04,0.43,0.12
502500.0,-1.22,-0.55,0.12
502600.0,-0.49,0.24,0.24
502700.0,0.55,0.18,-0.18
502800.0,-1.4,-0.31,0.24
502900.0,1.1,0.61,0.18
503000.0,-0.79,-0.61,-0.06
503100.0,-0.12,0.31,0.24
503200.0,1.22,0.67,0.12
503300.0,-0.06,0.0,0.06
503400.0,-0.79,-0.06,0.24
503500.0,0.61,0.37,0.12
503600.0,0.43,0.37,0.18
503700.0,0.12,0.18,0.12
503800.0,-0.24,-0.06,0.0
503900.0,-0.61,-0.24,0.18
504000.0,-0.24,0.18,0.24
504100.0,0.85,0.55,0.18
504200.0,-0.49,-0.37,0.06
504300.0,0.31,0.37,0.18
504400.0,0.67,0.61,0.0
504500.0,-0.37,0.0,0.06
504600.0,0.31,0.37,0.24
504700.0,0.0,0.06,0.06
504800.0,-0.12,-0.06,0.12
504900.0,0.31,0.24,0.18
505000.0,0.18,0.37,0.0
505100.0,-0.61,-0.49,0.0
505200.0,-0.31,0.06,0.12
505300.0,0.67,0.31,0.12
505400.0,0.0,0.12,0.18
505500.0,-0.31,0.0,0.18
505600.0,0.18,0.31,0.0
505700.0,-0.37,-0.12,0.24
505800.0,0.49,0.37,0.12
505900.0,-0.12,0.18,0.18
506000.0,0.37,0.12,0.12
506100.0,-0.18,-0.06,0.12
506200.0,0.31,0.43,0.24
506300.0,0.49,0.24,0.18
506400.0,-0.85,-0.37,0.37
506500.0,-1.1,-0.31,0.73
506600.0,1.4,0.79,0.18
506700.0,0.0,0.06,0.12
506800.0,-0.24,0.12,0.12
506900.0,0.67,0.37,0.06
507000.0,-0.18,0.06,0.12
507100.0,-0.06,0.0,0.18
507200.0,0.06,0.18,0.06
507300.0,-0.37,0.06,0.12
507400.0,0.18,0.31,0.12
507500.0,-0.24,-0.18,0.06
507600.0,0.49,0.43,0.18
507700.0,0.61,0.49,0.18
507800.0,-0.73,-0.24,0.0
507900.0,-0.79,-0.12,0.18
508000.0,-0.55,0.0,0.06
508100.0,0.98,0.31,0.24
508200.0,-0.06,0.12,0.18
508300.0,0.24,0.12,0.12
508400.0,1.4,0.61,0.24
508500.0,0.43,0.49,0.12
508600.0,0.18,0.24,0.18
508700.0,-0.06,0.24,0.12
508800.0,-0.31,-0.12,0.12
508900.0,0.55,0.43,0.18
509000.0,0.49,0.67,0.12
509100.0,-0.61,-0.06,0.12
509200.0,-0.37,0.0,0.06
509300.0,-0.43,-0.12,0.12
509400.0,0.61,0.49,0.12
509500.0,0.85,0.61,0.12
509600.0,0.55,0.37,0.18
509700.0,0.37,0.37,0.12
509800.0,0.43,0.12,0.18
509900.0,0.31,0.37,0.18
510000.0,0.18,0.06,0.18
510100.0,0.43,0.18,0.12
510200.0,-0.31,-0.24,0.12
510300.0,-15.63,-0.24,0.12
510400.0,0.49,0.12,0.12
510500.0,0.85,0.37,0.24
510600.0,-0.61,-0.18,0.18
510700.0,0.43,-0.06,0.06
510800.0,0.43,0.43,0.18
510900.0,0.49,0.61,0.12
511000.0,0.37,0.31,0.06
511100.0,-0.67,-0.24,0.12
511200.0,0.61,0.31,0.12
511300.0,0.18,0.0,0.12
511400.0,0.24,0.24,0.18
511500.0,0.43,0.43,0.12
511600.0,0.49,0.37,0.12
511700.0,0.12,0.18,0.18
511800.0,0.0,0.06,0.12
511900.0,0.24,0.24,0.18
512000.0,0.12,0.12,0.12
512100.0,0.0,-0.06,0.12
512200.0,-0.12,-0.06,0.12
512300.0,0.0,0.12,0.12
512400.0,0.43,0.43,0.12
512500.0,0.24,0.24,0.12
512600.0,0.61,0.37,0.24
512700.0,0.31,0.12,0.12
512800.0,-0.31,0.06,0.12
512900.0,-0.43,-0.24,0.12
513000.0,0.67,0.43,0.12
513100.0,0.37,0.24,0.24
513200.0,0.61,0.37,0.18
513300.0,0.18,0.12,0.12
513400.0,-0.06,-0.18,0.24
513500.0,0.31,0.12,0.12
513600.0,0.06,0.12,0.12
513700.0,0.49,0.43,0.18
513800.0,0.12,0.24,0.12
513900.0,0.0,0.06,0.18
514000.0,-0.37,0.0,0.06
514100.0,0.31,0.12,0.18
514200.0,0.31,0.18,0.18
514300.0,0.37,0.24,0.18
514400.0,0.12,0.12,0.12
514500.0,0.0,0.06,0.12
514600.0,0.43,0.31,0.18
514700.0,0.43,0.24,0.18
514800.0,-0.18,-0.06,0.12
514900.0,0.18,0.18,0.24
515000.0,0.43,0.31,0.12
515100.0,0.18,0.12,0.12
515200.0,0.18,0.18,0.12
515300.0,0.31,0.18,0.12
515400.0,0.12,0.18,0.12
515500.0,0.06,0.12,0.12
515600.0,0.37,0.18,0.18
515700.0,0.24,0.18,0.18
515800.0,0.18,0.24,0.18
515900.0,-0.06,0.06,0.18
516000.0,-0.18,0.06,0.18
516100.0,0.0,0.18,0.18
516200.0,0.06,0.06,0.24
516300.0,0.0,0.06,0.24
516400.0,0.37,0.24,0.18
516500.0,-0.18,-0.12,0.18
516600.0,0.85,0.49,0.31
516700.0,0.67,0.37,0.12
516800.0,0.12,-0.06,0.31
516900.0,0.55,0.37,0.31
517000.0,-0.18,-0.12,0.24
517100.0,-1.04,-0.49,0.24
517200.0,0.49,0.31,0.31
517300.0,0.31,0.24,0.12
517400.0,-0.06,-0.12,0.18
517500.0,1.1,0.61,0.31
517600.0,0.49,0.43,0.12
517700.0,-0.85,-0.31,0.18
517800.0,0.43,0.43,0.12
517900.0,0.12,0.18,0.12
518000.0,0.12,0.18,0.31
518100.0,1.28,0.79,0.12
518200.0,0.31,0.18,0.06
518300.0,-1.22,-0.43,0.18
518400.0,0.92,0.43,0.18
518500.0,-0.49,-0.31,0.0
518600.0,-0.98,-0.31,0.43
518700.0,0.98,0.37,0.0
518800.0,-0.92,-0.24,0.06
518900.0,0.12,0.18,0.24
519000.0,1.53,0.67,0.0
519100.0,-0.12,-0.06,0.24
519200.0,0.43,0.31,0.18
519300.0,0.43,0.24,0.06
519400.0,-103.21,-94.73,-18.19
519500.0,-2.75,-27.4,33.45
519600.0,6.1,-23.32,35.83
519700.0,28.99,-2.2,-76.9
519800.0,43.64,63.66,-12.08
519900.0,41.56,65.25,44.74
520000.0,10.13,-5.98,13.55
520100.0,20.51,-21.55,15.81
520200.0,30.4,12.21,25.27
520300.0,17.88,46.75,23.74
520400.0,20.69,-1.77,29.54
520500.0,63.42,9.22,-41.44
520600.0,131.59,48.34,8.06
520700.0,92.16,4.21,96.68
520800.0,90.33,81.6,73.3
520900.0,39.37,13.31,112.49
521000.0,-16.42,-29.85,125.61
521100.0,26.06,-26.12,42.97
521200.0,22.83,22.58,65.92
521300.0,5.86,-55.24,74.95
521400.0,-93.69,57.86,-7.32
521500.0,-31.86,-105.04,87.4
521600.0,-61.52,87.4,-166.32
521700.0,-9.09,93.81,-20.02
521800.0,-41.99,-17.09,-189.51
521900.0,6.96,155.21,-86.91
522000.0,2.93,94.42,-57.13
522100.0,-0.06,-4.76,-31.86
522200.0,9.83,26.79,15.93
522300.0,21.36,17.4,-5.62
522400.0,-34.36,-57.25,34.18
522500.0,13.43,-39.67,6.04
522600.0,74.95,9.52,-13.06
522700.0,26.0,32.04,18.01
522800.0,22.95,15.2,25.21
522900.0,73.55,21.12,28.69
523000.0,-78.43,-13.37,50.23
523100.0,28.5,55.42,40.22
523200.0,134.28,244.02,89.05
523300.0,3.97,45.96,-13.98
523400.0,19.47,38.57,20.2
523500.0,-0.18,0.0,18.19
523600.0,0.12,0.06,0.18
523700.0,0.12,0.12,0.18
523800.0,0.18,0.18,0.12
523900.0,0.12,0.12,0.12
524000.0,0.18,0.12,0.12
524100.0,0.18,0.12,0.12
524200.0,0.24,0.43,0.12
524300.0,0.12,-0.06,0.18
524400.0,0.18,0.37,0.18
524500.0,0.18,0.06,0.12
524600.0,0.18,0.12,0.12
524700.0,0.18,0.24,0.18
524800.0,0.18,0.06,0.12
524900.0,0.18,0.12,0.18
525000.0,0.18,0.24,0.12
525100.0,0.18,0.18,0.12
525200.0,0.18,0.12,0.12
525300.0,0.18,0.37,0.12
525400.0,0.06,0.0,0.12
525500.0,0.12,0.06,0.18
525600.0,0.18,0.37,0.12
525700.0,0.12,0.0,0.18
525800.0,0.18,0.18,0.12
525900.0,0.12,0.18,0.12
526000.0,0.12,0.06,0.12
526100.0,0.18,0.24,0.12
526200.0,0.12,0.12,0.18
526300.0,0.12,0.12,0.12
526400.0,0.18,0.18,0.12
526500.0,0.12,0.12,0.12
526600.0,0.12,0.18,0.18
526700.0,0.18,0.18,0.18
526800.0,0.12,0.12,0.12
526900.0,0.12,0.12,0.12
527000.0,0.18,0.18,0.18
527100.0,0.12,0.12,0.12
527200.0,0.18,0.18,0.12
527300.0,0.12,0.18,0.18
527400.0,0.12,0.12,0.12
527500.0,0.12,0.18,0.12
527600.0,0.18,0.18,0.18
527700.0,0.18,0.06,0.12
527800.0,0.18,0.18,0.12
527900.0,0.12,0.18,0.12
528000.0,0.12,0.18,0.18
528100.0,0.18,0.18,0.18
528200.0,0.18,0.12,0.12
528300.0,0.18,0.12,0.12
528400.0,0.18,0.18,0.18
528500.0,0.12,0.18,0.12
528600.0,0.18,0.12,0.12
528700.0,0.18,0.12,0.18
528800.0,0.18,0.18,0.12
528900.0,0.18,0.12,0.18
529000.0,0.18,0.12,0.12
529100.0,0.12,0.18,0.18
529200.0,0.18,0.18,0.12
529300.0,0.12,0.12,0.18
529400.0,0.18,0.18,0.12
529500.0,0.12,0.12,0.12
529600.0,0.18,0.18,0.18
529700.0,0.18,0.12,0.12
529800.0,0.18,0.18,0.18
529900.0,0.18,0.12,0.18
530000.0,0.12,0.18,0.18
530100.0,0.18,0.12,0.12
530200.0,0.12,0.18,0.12
530300.0,0.18,0.18,0.12
530400.0,0.12,0.12,0.12
530500.0,0.12,0.12,0.12
530600.0,0.18,0.18,0.12
530700.0,0.18,0.12,0.12
530800.0,0.12,0.18,0.12
530900.0,0.12,0.12,0.18
531000.0,0.12,0.18,0.12
531100.0,0.18,0.18,0.12
531200.0,0.18,0.12,0.12
531300.0,0.18,0.12,0.12
531400.0,0.18,0.12,0.12
531500.0,0.12,0.18,0.12
531600.0,0.18,0.18,0.12
531700.0,0.18,0.12,0.12
531800.0,0.18,0.12,0.12
531900.0,0.18,0.12,0.18
532000.0,0.18,0.18,0.18
532100.0,0.18,0.18,0.12
532200.0,0.12,0.12,0.12
532300.0,0.12,0.12,0.12
532400.0,0.12,0.18,0.12
532500.0,0.18,0.18,0.18
532600.0,0.12,0.18,0.12
532700.0,1.1,0.37,13.49
532800.0,36.68,23.38,61.04
532900.0,19.71,49.99,1.1
533000.0,-23.56,9.46,11.78
533100.0,-13.67,-17.7,21.18
533200.0,-21.48,11.23,-28.81
533300.0,7.45,-64.7,-3.6
533400.0,0.31,-48.22,7.57
533500.0,0.06,0.12,-5.8
533600.0,-0.61,-0.61,20.08
533700.0,0.18,0.24,0.18
533800.0,0.06,0.0,0.12
533900.0,0.18,0.18,0.12
534000.0,0.18,0.24,0.18
534100.0,0.12,0.06,0.18
534200.0,0.18,0.18,0.18
534300.0,0.18,0.18,0.12
534400.0,0.18,0.31,0.18
534500.0,0.0,-0.06,1.04
534600.0,0.24,0.37,0.12
534700.0,0.06,0.0,0.37
534800.0,0.18,0.18,0.12
534900.0,0.18,0.24,0.79
535000.0,0.06,0.0,0.12
535100.0,0.18,0.24,0.18
535200.0,0.18,0.18,0.18
535300.0,0.06,0.0,0.18
535400.0,0.12,0.18,0.79
535500.0,0.18,0.12,0.12
535600.0,0.12,0.12,0.12
535700.0,0.12,0.18,0.12
535800.0,0.12,0.18,0.67
535900.0,0.12,0.06,0.18
536000.0,0.18,0.18,0.06
536100.0,0.18,0.18,0.12
536200.0,0.06,0.12,0.18
536300.0,0.06,0.06,1.16
536400.0,0.18,0.18,0.12
536500.0,0.18,0.18,0.12
536600.0,0.12,0.18,0.18
536700.0,0.06,0.0,1.89
536800.0,0.18,0.12,0.12
536900.0,0.18,0.12,0.06
537000.0,0.18,0.18,0.12
537100.0,0.12,0.12,0.12
537200.0,0.18,0.18,1.22
537300.0,0.24,0.18,0.37
537400.0,0.12,0.12,0.12
537500.0,0.18,0.18,0.18
537600.0,0.12,0.18,0.12
537700.0,0.18,0.12,0.12
537800.0,0.18,0.18,0.18
537900.0,0.18,0.12,0.12
538000.0,0.12,0.18,0.37
538100.0,0.18,0.18,0.31
538200.0,0.18,0.18,0.49
538300.0,0.12,0.12,0.12
538400.0,0.18,0.18,0.12
538500.0,0.18,0.18,0.12
538600.0,0.18,0.18,0.49
538700.0,0.18,0.18,0.12
538800.0,0.12,0.18,0.12
538900.0,0.12,0.18,0.12
539000.0,0.18,0.12,0.12
539100.0,0.12,0.18,0.12
539200.0,0.12,0.18,0.79
539300.0,0.12,0.12,0.12
539400.0,0.18,0.18,0.06
539500.0,0.18,0.18,0.12
539600.0,0.12,0.12,0.12
539700.0,0.18,0.18,0.12
539800.0,0.18,0.18,0.12
539900.0,0.12,0.18,0.49
540000.0,0.12,0.18,0.37
540100.0,0.06,0.12,0.12
540200.0,0.18,0.18,0.12
540300.0,0.12,0.12,0.12
540400.0,0.18,0.18,0.12
540500.0,0.18,0.18,0.12
540600.0,0.18,0.18,0.18
540700.0,0.12,0.18,0.12
540800.0,0.12,0.12,0.24
540900.0,0.18,0.18,0.12
541000.0,0.12,0.18,0.06
541100.0,0.12,0.12,0.12
541200.0,0.12,0.12,0.12
541300.0,0.18,0.18,0.12
541400.0,0.12,0.18,0.12
541500.0,0.18,0.18,0.12
541600.0,0.12,0.12,0.12
541700.0,0.12,0.18,0.12
541800.0,0.12,0.18,0.18
541900.0,0.18,0.18,0.12
542000.0,0.18,0.18,0.12
542100.0,0.18,0.18,0.12
542200.0,0.12,0.12,0.18
542300.0,0.18,0.12,0.61
542400.0,0.12,0.18,0.12
542500.0,0.24,0.18,0.12
542600.0,0.18,0.18,0.12
542700.0,0.18,0.18,0.12
542800.0,0.18,0.18,0.12
542900.0,0.12,0.18,0.12
543000.0,0.18,0.18,0.12
543100.0,0.12,0.12,0.12
543200.0,0.18,0.18,0.12
543300.0,0.18,0.18,0.18
543400.0,0.18,0.18,0.12
543500.0,0.12,0.12,0.12
543600.0,0.18,0.24,0.18
543700.0,0.12,0.12,0.12
543800.0,0.12,0.12,0.12
543900.0,0.18,0.24,0.12
544000.0,0.12,0.0,0.12
544100.0,0.18,0.18,0.18
544200.0,0.18,0.18,0.18
544300.0,0.12,0.06,0.12
544400.0,0.18,0.18,0.06
544500.0,0.12,0.12,0.12
544600.0,0.12,0.12,0.12
544700.0,0.18,0.18,0.12
544800.0,0.18,0.12,0.18
544900.0,0.18,0.18,0.12
545000.0,0.18,0.18,0.12
545100.0,0.12,0.0,0.12
545200.0,0.31,0.37,0.12
545300.0,0.12,0.0,0.12
545400.0,0.18,0.12,0.12
545500.0,0.18,0.24,0.18
545600.0,0.12,0.06,0.12
545700.0,0.18,0.18,0.12
545800.0,0.18,0.18,0.12
545900.0,0.12,0.06,0.12
546000.0,0.12,0.18,0.12
546100.0,0.12,0.12,0.12
546200.0,0.18,0.12,0.12
546300.0,0.18,0.18,0.12
546400.0,0.18,0.18,0.12
546500.0,0.12,0.12,0.18
546600.0,0.18,0.18,0.18
546700.0,0.18,0.18,0.12
546800.0,0.18,0.18,0.18
546900.0,0.18,0.12,0.12
547000.0,0.12,0.12,0.12
547100.0,0.18,0.18,0.12
547200.0,0.18,0.18,0.12
547300.0,0.12,0.18,0.12
547400.0,0.12,0.12,0.12
547500.0,0.18,0.18,0.12
547600.0,0.12,0.12,0.12
547700.0,0.12,0.18,0.12
547800.0,0.18,0.12,0.12
547900.0,0.12,0.18,0.18
548000.0,0.18,0.18,0.12
548100.0,0.12,0.12,0.12
548200.0,0.18,0.18,0.12
548300.0,0.12,0.18,0.12
548400.0,0.12,0.12,0.12
548500.0,0.18,0.12,0.12
548600.0,0.18,0.18,0.12
548700.0,0.12,0.18,0.12
548800.0,0.18,0.18,0.12
548900.0,0.12,0.12,0.12
549000.0,0.18,0.12,0.12
549100.0,0.18,0.18,0.12
549200.0,0.18,0.12,0.18
549300.0,0.18,0.18,0.12
549400.0,0.18,0.18,0.12
549500.0,0.12,0.18,0.12
549600.0,0.12,0.12,0.12
549700.0,0.12,0.18,0.12
549800.0,0.18,0.18,0.12
549900.0,0.06,0.12,0.12
550000.0,0.12,0.18,0.12
550100.0,0.12,0.12,0.12
550200.0,0.18,0.12,0.12
550300.0,0.12,0.12,0.12
550400.0,0.18,0.18,0.12
550500.0,0.12,0.12,0.18
550600.0,0.12,0.18,0.12
550700.0,0.12,0.12,0.12
550800.0,0.18,0.18,0.12
550900.0,0.18,0.18,0.12
551000.0,0.18,0.18,0.12
551100.0,0.12,0.18,0.12
551200.0,0.18,0.12,0.12
551300.0,0.12,0.18,0.12
551400.0,0.12,0.12,0.12
551500.0,0.18,0.12,0.12
551600.0,0.18,0.18,0.12
551700.0,0.18,0.18,0.12
551800.0,0.18,0.18,0.12
551900.0,0.12,0.12,0.18
552000.0,0.18,0.18,0.12
552100.0,0.12,0.18,0.12
552200.0,0.18,0.12,0.12
552300.0,0.18,0.12,0.12
552400.0,0.18,0.18,0.12
552500.0,0.12,0.12,0.12
552600.0,0.12,0.12,0.12
552700.0,0.18,0.18,0.12
552800.0,0.12,0.12,0.12
552900.0,0.12,0.18,0.12
553000.0,0.12,0.18,0.12
553100.0,0.12,0.18,0.12
553200.0,0.18,0.12,0.12
553300.0,0.18,0.24,0.12
553400.0,0.12,0.12,0.18
553500.0,0.18,0.18,0.12
553600.0,0.12,0.18,0.12
553700.0,0.18,0.18,0.12
553800.0,0.18,0.18,0.12
553900.0,0.12,0.18,0.12
554000.0,0.12,0.06,0.12
554100.0,0.18,0.18,0.12
554200.0,0.18,0.18,0.12
554300.0,0.12,0.12,0.12
554400.0,0.18,0.18,0.12
554500.0,0.12,0.12,0.12
554600.0,0.24,0.18,0.12
554700.0,0.12,0.12,0.12
554800.0,0.12,0.12,0.12
554900.0,0.18,0.18,0.12
555000.0,0.18,0.12,0.18
555100.0,0.18,0.18,0.12
555200.0,0.12,0.18,0.12
555300.0,0.12,0.12,0.12
555400.0,0.18,0.18,0.12
555500.0,0.18,0.18,0.12
555600.0,0.18,0.18,0.12
555700.0,0.18,0.18,0.06
555800.0,0.12,0.12,0.12
555900.0,0.12,0.18,0.12
556000.0,0.18,0.18,0.12
556100.0,0.12,0.12,0.12
556200.0,0.12,0.18,0.12
556300.0,0.12,0.18,0.18
556400.0,0.12,0.12,0.12
556500.0,0.18,0.18,0.18
556600.0,0.12,0.18,0.12
556700.0,0.12,0.12,0.12
556800.0,0.12,0.18,0.12
556900.0,0.12,0.12,0.18
557000.0,0.18,0.18,0.06
557100.0,0.18,0.18,0.12
557200.0,0.12,0.12,0.12
557300.0,0.12,0.18,0.12
557400.0,0.18,0.12,0.12
557500.0,0.12,0.12,0.12
557600.0,0.12,0.18,0.12
557700.0,0.12,0.12,0.12
557800.0,0.12,0.12,0.12
557900.0,0.18,0.18,0.12
558000.0,0.12,0.18,0.12
558100.0,0.12,0.18,0.12
558200.0,0.18,0.18,0.12
558300.0,0.12,0.12,0.12
558400.0,0.24,0.12,0.12
558500.0,0.18,0.18,0.12
558600.0,0.12,0.18,0.12
558700.0,0.18,0.12,0.12
558800.0,0.18,0.18,0.12
558900.0,0.18,0.18,0.12
559000.0,0.12,0.12,0.12
559100.0,0.18,0.12,0.12
559200.0,0.18,0.18,0.18
559300.0,0.12,0.18,0.12
559400.0,0.12,0.18,0.12
559500.0,0.18,0.12,0.18
559600.0,0.12,0.18,0.12
559700.0,0.12,0.18,0.12
559800.0,0.12,0.12,0.12
559900.0,0.12,0.12,0.18
560000.0,0.18,0.18,0.18
560100.0,0.18,0.18,0.12
560200.0,0.18,0.12,0.12
560300.0,0.18,0.18,0.12
560400.0,0.18,0.12,0.18
560500.0,0.12,0.18,0.12
560600.0,0.18,0.18,0.12
560700.0,0.12,0.18,0.12
