Timestamp,X,Y,Z
2025-03-06 14:03:39,14.1,-4.76,11.11
2025-03-06 14:03:39,10.01,-72.63,-38.39
2025-03-06 14:03:39,-5.74,-35.22,-45.35
2025-03-06 14:03:40,-3.11,70.25,13.18
2025-03-06 14:03:40,-9.58,41.32,40.71
2025-03-06 14:03:40,27.28,-38.94,14.04
2025-03-06 14:03:40,-2.2,-11.54,-20.81
2025-03-06 14:03:40,-17.82,8.85,-29.48
2025-03-06 14:03:40,4.94,-22.09,10.5
2025-03-06 14:03:40,-1.46,-1.28,11.23
2025-03-06 14:03:41,8.36,31.25,17.94
2025-03-06 14:03:41,-17.76,40.1,10.01
2025-03-06 14:03:41,-1.83,-55.36,-19.47
2025-03-06 14:03:41,-4.46,-86.36,-37.54
2025-03-06 14:03:41,7.81,-24.11,-17.76
2025-03-06 14:03:41,0.06,118.9,55.6
2025-03-06 14:03:41,17.82,22.46,31.98
2025-03-06 14:03:42,16.91,-143.07,-64.03
2025-03-06 14:03:42,-6.65,-41.32,-24.78
2025-03-06 14:03:42,2.69,131.59,38.21
2025-03-06 14:03:42,1.16,43.46,62.38
2025-03-06 14:03:42,11.72,-126.59,18.62
2025-03-06 14:03:42,-1.53,-102.17,10.01
2025-03-06 14:03:42,-82.76,58.41,88.75
2025-03-06 14:03:43,47.79,8.36,-28.26
2025-03-06 14:03:43,24.78,25.15,-54.38
2025-03-06 14:03:43,112.12,-59.02,41.44
2025-03-06 14:03:43,265.26,-169.68,-32.23
2025-03-06 14:03:43,-275.15,183.41,134.77
2025-03-06 14:03:44,-437.68,17.46,276.25
2025-03-06 14:03:44,-658.63,-74.34,177.86
2025-03-06 14:03:44,159.97,-23.56,121.7
2025-03-06 14:03:44,-36.32,-42.79,44.68
2025-03-06 14:03:44,-20.69,-3.97,1.34
2025-03-06 14:03:45,1.53,-0.06,0.18
2025-03-06 14:03:45,0.67,0.0,0.24
2025-03-06 14:03:45,0.79,0.0,0.24
2025-03-06 14:03:45,0.67,0.0,0.18
2025-03-06 14:03:45,0.55,0.0,0.24
2025-03-06 14:03:45,0.43,-0.06,0.24
2025-03-06 14:03:46,0.49,-0.06,0.18
2025-03-06 14:03:46,0.49,0.0,0.18
2025-03-06 14:03:46,0.61,0.0,0.24
2025-03-06 14:03:46,0.98,0.0,0.24
2025-03-06 14:03:46,0.73,0.0,0.18
2025-03-06 14:03:46,0.67,0.0,0.18
2025-03-06 14:03:47,0.55,0.0,0.24
2025-03-06 14:03:47,0.49,0.0,0.18
2025-03-06 14:03:47,0.61,0.06,0.18
2025-03-06 14:03:47,0.49,0.0,0.18
2025-03-06 14:03:47,0.61,0.0,0.18
2025-03-06 14:03:47,0.49,-0.06,0.24
2025-03-06 14:03:48,0.31,-0.06,0.24
2025-03-06 14:03:48,0.31,0.0,0.18
2025-03-06 14:03:48,0.24,-0.06,0.18
2025-03-06 14:03:48,0.55,0.0,0.24
2025-03-06 14:03:48,0.67,0.0,0.18
2025-03-06 14:03:48,0.43,-0.06,0.18
2025-03-06 14:03:48,0.79,0.0,0.24
2025-03-06 14:03:49,0.67,0.0,0.24
2025-03-06 14:03:49,0.55,0.0,0.18
2025-03-06 14:03:49,0.49,-0.06,0.24
2025-03-06 14:03:49,161.68,14.89,6.96
2025-03-06 14:03:49,-8.61,-40.28,61.46
2025-03-06 14:03:49,-108.52,-93.51,143.43
2025-03-06 14:03:49,-316.89,95.95,106.26
2025-03-06 14:03:49,-48.95,56.09,-41.81
2025-03-06 14:03:50,-80.38,-120.42,156.92
2025-03-06 14:03:50,-91.31,-58.41,16.3
2025-03-06 14:03:50,-32.9,-337.89,52.25
2025-03-06 14:03:50,-224.85,89.11,-142.58
2025-03-06 14:03:50,-115.91,128.42,-209.84
2025-03-06 14:03:51,-244.45,10.38,26.67
2025-03-06 14:03:51,-273.68,-43.52,48.46
2025-03-06 14:03:51,-155.15,-128.36,-14.71
2025-03-06 14:03:51,-103.27,-47.67,-13.73
2025-03-06 14:03:51,-102.54,22.89,23.38
2025-03-06 14:03:51,47.55,-41.99,-35.22
2025-03-06 14:03:51,89.54,-27.04,7.45
2025-03-06 14:03:52,131.29,12.08,26.55
2025-03-06 14:03:52,197.63,22.71,24.9
2025-03-06 14:03:52,45.84,19.23,22.03
2025-03-06 14:03:52,-47.91,10.25,31.62
2025-03-06 14:03:52,-141.85,26.0,26.92
2025-03-06 14:03:52,23.56,-15.14,-7.08
2025-03-06 14:03:52,-77.09,-2.2,4.46
2025-03-06 14:03:53,-7.63,2.69,0.55
2025-03-06 14:03:53,-1.22,-0.85,14.16
2025-03-06 14:03:53,-1.16,5.68,-7.69
2025-03-06 14:03:53,2.14,-2.81,-0.98
2025-03-06 14:03:53,8.54,2.62,1.34
2025-03-06 14:03:53,-0.43,-0.49,-1.28
2025-03-06 14:03:53,-2.5,0.0,1.28
2025-03-06 14:03:54,4.64,-1.59,-0.37
2025-03-06 14:03:54,-6.29,0.31,-2.01
2025-03-06 14:03:54,1.4,1.22,-0.79
2025-03-06 14:03:54,2.99,-0.24,-3.11
2025-03-06 14:03:54,-1.83,-0.18,-1.53
2025-03-06 14:03:54,-5.49,2.69,1.04
2025-03-06 14:03:54,2.69,0.43,-2.38
2025-03-06 14:03:55,0.12,1.77,-0.43
2025-03-06 14:03:55,-5.31,0.49,0.85
2025-03-06 14:03:55,-3.42,-3.05,0.06
2025-03-06 14:03:55,-2.38,-2.14,-0.61
2025-03-06 14:03:55,3.48,-1.4,-1.59
2025-03-06 14:03:55,-1.1,1.16,-0.31
2025-03-06 14:03:56,-5.92,1.4,-2.01
2025-03-06 14:03:56,-2.5,4.52,0.67
2025-03-06 14:03:56,-3.05,1.89,-2.38
2025-03-06 14:03:56,-0.85,1.59,0.18
2025-03-06 14:03:56,-1.71,-0.85,0.67
2025-03-06 14:03:57,0.12,-1.53,0.98
2025-03-06 14:03:57,1.22,-2.93,-0.67
2025-03-06 14:03:57,0.0,-0.49,0.49
2025-03-06 14:03:57,1.22,0.49,0.31
2025-03-06 14:03:57,3.66,-0.98,-0.37
2025-03-06 14:03:57,31.68,6.35,-6.29
2025-03-06 14:03:57,98.51,-12.08,-19.35
2025-03-06 14:03:58,-13.49,37.23,-7.02
2025-03-06 14:03:58,15.14,75.2,9.64
2025-03-06 14:03:58,6.96,283.94,-76.42
2025-03-06 14:03:58,-108.22,50.66,-73.18
2025-03-06 14:03:58,-41.75,-27.59,-15.99
2025-03-06 14:03:59,-63.72,-47.61,60.73
2025-03-06 14:03:59,21.97,-37.05,32.1
2025-03-06 14:03:59,55.91,-13.61,-24.48
2025-03-06 14:03:59,-82.21,11.54,-32.1
2025-03-06 14:03:59,65.67,28.81,-73.67
2025-03-06 14:03:59,114.14,-95.7,-71.84
2025-03-06 14:04:00,-52.8,8.61,-40.89
2025-03-06 14:04:00,-74.46,23.62,21.61
2025-03-06 14:04:00,16.42,0.37,22.83
2025-03-06 14:04:00,64.03,16.91,58.65
2025-03-06 14:04:00,82.34,15.75,16.24
2025-03-06 14:04:00,48.22,-6.96,-35.28
2025-03-06 14:04:00,12.08,-34.42,-17.58
2025-03-06 14:04:00,81.97,4.7,-37.05
2025-03-06 14:04:01,-8.06,17.58,0.67
2025-03-06 14:04:01,179.2,32.84,-3.48
2025-03-06 14:04:01,-89.05,-28.38,-1.22
2025-03-06 14:04:01,12.33,17.88,14.16
2025-03-06 14:04:01,17.76,11.96,24.66
2025-03-06 14:04:02,-10.38,-23.8,14.47
2025-03-06 14:04:02,0.37,-2.08,1.4
2025-03-06 14:04:02,9.03,-2.01,1.65
2025-03-06 14:04:02,5.31,-11.72,7.75
2025-03-06 14:04:02,-1.34,2.2,1.1
2025-03-06 14:04:02,0.92,-3.23,0.79
2025-03-06 14:04:02,-3.85,-3.48,-0.61
